id,roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2988,2018,22,Dominic,Galietta,Freshman,Defender,6'0,170,Bethel Park,PA,Bethel Park High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=9361,,
2989,2012,11,Dominic,Marshall,Freshman,Midfielder,5'9,160,Middlesbrough,England,Conyers School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2264,Y,
2990,2013,11,Dominic,Marshall,Sophomore,Midfielder,5'9,160,Middlesbrough,England,Conyers School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2239,Y,
2991,2017,30,Dominic,Peters,Freshman,Goalkeeper,6'3,170,Santa Clara,CA,Bellarmine College Prep,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2306,,
2992,2018,30,Dominic,Peters,Freshman,Goalkeeper,6'3,180,Santa Clara,CA,Bellarmine College Prep,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=4790,N,
2993,2013,9999,Dominic,Scotti,Freshman,Midfielder,5'9,140,Granite Bay,CA,Granite Bay,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2421,,
2994,2014,19,Dominic,Scotti,Freshman,Midfielder,5'9,161,Granite Bay,CA,Granite Bay,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2381,,
2995,2011,9,Dominique,Badji,Freshman,Forward,6'0,165,Dakar,Senegal,Episcopal High School (Va.),,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3137,Y,
2996,2012,14,Dominique,Badji,Sophomore,Forward,6'0,165,Dakar,Senegal,Episcopal High School (Va.),,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3115,Y,
2997,2013,14,Dominique,Badji,Junior,Forward,6'0,165,Dakar,Senegal,Episcopal High School (Va.),,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3088,Y,Second Team
2998,2014,14,Dominique,Badji,Senior,Forward,6'0,175,Dakar,Senegal,Episcopal High School (Va.),,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3053,Y,First Team
2999,2009,12,Don,Anding,Freshman,Forward,5'11,168,Amity Harbor,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=25,Y,Rookie Team
3000,2009,12,Don,Anding,Freshman,Forward,5'11,168,Amity Harbor,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=25,Y,First Team
3001,2010,12,Don,Anding,Sophomore,Forward,5'11,168,Amity Harbor,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=567,Y,
3002,2011,12,Don,Anding,Junior,Forward,5'11,168,Amity Harbor,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1544,Y,
3003,2012,12,Don,Anding,Senior,Forward,5'11,168,Amity Harbor,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1977,Y,First Team
3004,2006,25,Donnie,Surdoval,Freshman,Defender,6'0,170,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=3259,,
3005,2007,15,Donnie,Surdoval,Sophomore,Defender,6'0,170,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=4423,,
3006,2008,15,Donnie,Surdoval,Junior,Defender,6'0,170,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=5318,Y,Honorable Mention
3007,2009,15,Donnie,Surdoval,Senior,Defender,6'0,170,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=6473,N,
3008,2010,15,Donnie,Surdoval,Senior,Defender,6'0,170,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=7195,N,
3009,2011,4,Donny,Burton,Freshman,Midfielder,5'10,140,Lancaster,PA,Manheim Township,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5427,N,
3010,2012,4,Donny,Burton,Sophomore,Midfielder,5'9,149,Lancaster,PA,Manheim Township,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5399,N,
3011,2013,4,Donny,Burton,Junior,Midfielder,5'10,155,Lancaster,PA,Manheim Township,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5370,N,
3012,2014,4,Donny,Burton,Senior,Midfielder,5'10,154,Lancaster,PA,Manheim Township,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5341,N,
3013,2011,16,Donovan,Fayd'Herbe de Maudave,Freshman,Forward,5'8,140,Johannesburg,South Africa,Barking Abbey High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1567,,
3014,2012,9,Donovan,Fayd'Herbe de Maudave,Sophomore,Forward,5'8,140,Johannesburg,South Africa,Barking Abbey High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1983,,Rookie Team
3015,2013,9,Donovan,Fayd'Herbe de Maudave,Junior,Forward,5'8,140,Johannesburg,South Africa,Barking Abbey High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=2577,,
3016,2014,8,Donovan,Fayd'Herbe de Maudave,Senior,Forward,5'8,145,Johannesburg,South Africa,Barking Abbey High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3049,,
3017,2015,27,Donovan,Perayeff,Freshman,Forward,6'1,,Troy,MI,,Athens High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10764,N,
3018,2009,8,Dor,Yasur,Senior,Defender,5'11,170,Boca Raton,FL,Donna Klein Jewish Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,
3019,2007,4,Doug,Ferner,Freshman,Defender,6'1,180,Bloomfield Hills,MI,Lahser,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=1088052&DB_OEM_ID=4200&Q_SEASON=2007,N,
3020,2008,4,Doug,Ferner,Sophomore,Defender,6'1,180,Bloomfield Hills,MI,Lahser,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=1088052&DB_OEM_ID=4200&Q_SEASON=2008,N,
3021,2006,14,Doug,Kurz,Redshirt,Midfielder,5'7,150,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5549,,
3022,2008,30,Doug,Ryan,Sophomore,Goalkeeper,6'6,170,Statesville,NC,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2546,,
3023,2009,30,Doug,Ryan,Sophomore,Goalkeeper,6'8,195,Statesville,NC,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2525,,
3024,2010,30,Doug,Ryan,Sophomore,Goalkeeper,6'8,195,Statesville,NC,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2499,,
3025,2011,30,Doug,Ryan,Junior,Goalkeeper,6'8,195,Statesville,NC,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2473,,
3026,2012,1,Doug,Ryan,Senior,Goalkeeper,6'8,195,Statesville,NC,,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2012-13/bios/ryan_doug_o9kc,Y,
3027,2014,6,Doyle,Tuvesson,Freshman,Forward,5'11,,Kennett Square,PA,,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9921,Y,
3028,2015,6,Doyle,Tuvesson,Sophomore,Forward,5'11,,Kennett Square,PA,,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10741,Y,
3029,2016,6,Doyle,Tuvesson,Junior,Forward,5'11,,Kennett Square,PA,,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11630,Y,
3030,2017,6,Doyle,Tuvesson,Senior,Forward,5'11,,Kennett Square,PA,,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12545,Y,First Team
3031,2013,27,Drake,Kuhn,Senior,Goalkeeper,5'10,185,Williamsburg,VA,Lafayette,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3244&path=msoc,,
3032,2016,31,Dredon,Kelly,Freshman,Defender,6'0,180,Windsor,Ontario,Riverside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4690,Y,
3033,2017,17,Dredon,Kelly,Sophomore,Defender,6'0,183,Windsor,Ontario,Riverside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5182,Y,
3034,2018,17,Dredon,Kelly,Senior,Defender,6'1,190,Windsor,Ontario,Riverside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5615,Y,
3035,2018,17,Dredon,Kelly,Senior,Defender,6'1,190,Windsor,Ontario,Riverside,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5615,Y,
3036,2011,26,Drew,Brown,Freshman,Midfielder,6'0,148,Charlotte,NC,,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1978,,
3037,2012,20,Drew,Brown,Sophomore,Midfielder,6'0,155,Charlotte,NC,,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2696,,
3038,2013,20,Drew,Brown,Junior,Defender,5'10,160,Charlotte,NC,,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3198,,
3039,2014,20,Drew,Brown,Senior,Defender,5'10,160,Charlotte,NC,,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3714,,
3040,2006,00/21,Drew,Heinold,Freshman,Goalkeeper,5'11,175,Cinnaminson,NJ,Bishop Eustace Preparatory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2679,,
3041,2007,44,Drew,Heinold,Freshman,Goalkeeper,5'11,175,Cinnaminson,NJ,Bishop Eustace Preparatory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2656,,
3042,2008,44,Drew,Heinold,Junior,Goalkeeper,,155,Cinnaminson,NJ,Bishop Eustace Preparatory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2626,,
3043,2009,44,Drew,Heinold,Junior,Goalkeeper,5'11,175,Cinnaminson,NJ,Bishop Eustace Preparatory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2597,N,
3044,2011,20,Drew,Hutchins,Sophomore,Goalkeeper,6'3,185,Morrisville,PA,Pennsbury,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6374,,
3045,2012,20,Drew,Hutchins,Junior,Goalkeeper,6'3,185,Morrisville,PA,Pennsbury,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6600,,
3046,2013,1,Drew,Hutchins,Senior,Goalkeeper,6'3,185,Morrisville,PA,Pennsbury,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6759,,Honorable Mention
3047,2008,0,Drew,Kotler,Freshman,Goalkeeper,6'0,170,Wynnewood,PA,Lower Merion,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2609&path=msoc,N,
3048,2009,0,Drew,Kotler,Sophomore,Goalkeeper,6'0,170,Wynnewood,PA,Lower Merion,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2582&path=msoc,N,
3049,2010,0,Drew,Kotler,Junior,Goalkeeper,6'0,170,Wynnewood,PA,Lower Merion,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2557&path=msoc,Y,
3050,2015,18,Drew,Krueger,Freshman,Midfielder,5'11,170,Dublin,OH,,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4294,,
3051,2016,18,Drew,Krueger,Sophomore,Midfielder,5'11,170,Dublin,OH,,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4808,,
3052,2017,18,Drew,Krueger,Junior,Midfielder,5'11,170,Dublin,OH,,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5667,N,
3053,2018,18,Drew,Krueger,Senior,Midfielder,5'11,170,Dublin,OH,,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6199,N,
3054,2010,28,Drew,Lind,Freshman,Back,6'1,180,San Juan Capistrano,CA,St. Margaret's,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3184,,
3055,2011,28,Drew,Lind,Freshman,Back,6'1,180,San Juan Capistrano,CA,St. Margaret's,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3156,N,
3056,2014,28,Drew,Mostoller,Freshman,Midfielder,5'7,155,Trinity,NC,Wesleyan Christian Academy,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,,
3057,2015,28,Drew,Mostoller,Sophomore,Midfielder,5'7,155,Trinity,NC,Wesleyan Christian Academy,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,,
3058,2016,28,Drew,Mostoller,Junior,Midfielder,5'7,155,Trinity,NC,Wesleyan Christian Academy,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,,
3059,2017,28,Drew,Mostoller,Senior,Midfielder,5'7,155,Trinity,NC,Wesleyan Christian Academy,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,N,
3060,2008,21,Drew,Pavlovich,Sophomore,Defender,5'9,150,Leawood,KS,Rockhurst,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2628&path=msoc,N,
3061,2009,21,Drew,Pavlovich,Junior,Defender,5'9,150,Leawood,KS,Rockhurst,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2601&path=msoc,Y,
3062,2013,24,Drew,Rosenberg,Freshman,Midfielder,6'1,185,Short Hills,NJ,Millburn,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2504&path=msoc,N,
3063,2014,24,Drew,Rosenberg,Sophomore,Midfielder,6'1,185,Short Hills,NJ,Millburn,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2478&path=msoc,N,
3064,2015,24,Drew,Rosenberg,Junior,Midfielder,6'1,185,Short Hills,NJ,Millburn,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4386&path=msoc,N,
3065,2016,24,Drew,Rosenberg,Senior,Midfielder,6'1,185,Short Hills,NJ,Millburn,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4765&path=msoc,Y,
3066,2014,12,Drew,Skundrich,Freshman,Midfielder,5'10,165,Lancaster,PA,Hempfield,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6924,N,
3067,2015,12,Drew,Skundrich,Sophomore,Defender,5'11,165,Lancaster,PA,Hempfield,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7025,Y,
3068,2016,12,Drew,Skundrich,Junior,Midfielder,5'11,165,Lancaster,PA,Hempfield,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7055,Y,Second Team
3069,2017,12,Drew,Skundrich,Senior,Midfielder,5'11,165,Lancaster,PA,Hempfield,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=11636,Y,First Team
3070,2014,0,Drew,Stanko,Freshman,Goalkeeper,6'2,180,Wyomissing,PA,Berks Catholic High School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2482,,
3071,2015,0,Drew,Stanko,Sophomore,Goalkeeper,6'2,180,Wyomissing,PA,Berks Catholic High School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2459,,
3072,2017,19,Drew,Viscomi,Freshman,Midfielder,5'7,150,Lookout Mountain,TN,McCallie School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5578&path=msoc,N,
3073,2018,19,Drew,Viscomi,Sophomore,Midfielder,5'7,150,Lookout Mountain,TN,McCallie School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=8115&path=msoc,N,
3074,2013,26,Duff,Bedrosian,Freshman,Back,5'9,155,Somers,NY,Somers H.S.,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3100,N,
3075,2014,26,Duff,Bedrosian,Sophomore,Back,5'9,155,Somers,NY,Somers H.S.,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3065,N,
3076,2015,6,Duff,Bedrosian,Junior,Defender,5'9,155,Somers,NY,Somers,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=41838&path=msoccer,,
3077,2016,6,Duff,Bedrosian,Senior,Defender,5'9,165,Somers,NY,Somers,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=42605&path=msoccer,,
3078,2016,39,Dugan,Zier,Sophomore,Midfielder,6'0,175,New York,NY,Fieldston High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=8112,,
3079,2017,14,Dugan,Zier,Junior,Midfielder,6'0,175,New York,NY,Fieldston High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=8668,N,
3080,2018,14,Dugan,Zier,Senior,Midfielder,6'0,175,New York,NY,Fieldston High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=9191,,
3081,2011,13,Duke,Lacroix,Freshman,Forward,5'6,,New Egypt,NJ,Lawrenceville,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2210,Y,Honorable Mention
3082,2012,13,Duke,Lacroix,Sophomore,Forward,5'6,,New Egypt,NJ,Lawrenceville,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2233,Y,Second Team
3083,2013,13,Duke,Lacroix,Junior,Forward,5'6,,New Egypt,NJ,Lawrenceville,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2278,Y,First Team
3084,2014,13,Duke,Lacroix,Senior,Forward,5'6,,New Egypt,NJ,Lawrenceville,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2255,Y,First Team
3085,2008,27,Duncan,Payne,Freshman,Defender,6'3,171,North Easton,MA,Thayer Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5489,,
3086,2016,12,Duncan,Storey,Freshman,Midfielder,5'8,150,Ridgeland,MS,Vista Grande,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3364,N,
3087,2017,4,Duncan,Storey,Sophomore,Midfielder,5'8,150,Ridgeland,MS,Vista Grande,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3316,N,
3088,2016,13,Duncan,Turnbull,Freshman,Goalkeeper,6'7,206,Geneva,IL,Geneva,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4774,,
3089,2017,13,Duncan,Turnbull,Sophomore,Goalkeeper,6'7,206,Geneva,IL,Geneva,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=9107,,
3090,2018,13,Duncan,Turnbull,Junior,Goalkeeper,6'7,226,Geneva,IL,Geneva,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4744,N,
3091,2006,25,Dustin,Detrick,Redshirt,Defender,5'8,180,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5538,,
3092,2010,30,Dylan,Bowman,Freshman,Midfielder,5'11,145,Midlothian,VA,James River,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9548,N,
3093,2011,30,Dylan,Bowman,Sophomore,Midfielder,5'11,145,Midlothian,VA,James River,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9579,N,
3094,2012,30,Dylan,Bowman,Junior,Midfielder,5'11,145,Midlothian,VA,James River,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9674,N,
3095,2013,30,Dylan,Bowman,Senior,Midfielder,5'10,165,Midlothian,VA,James River,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9719,N,
3096,2014,33,Dylan,Castanheira,Freshman,Goalkeeper,6'2,205,Landing,NJ,Roxbury,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7178,,
3097,2016,30,Dylan,Castanheira,Sophomore,Goalkeeper,6'2,205,Landing,NJ,Roxbury,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7966,,
3098,2017,30,Dylan,Castanheira,Junior,Goalkeeper,6'3,,Landing,NJ,Roxbury,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=8234,,
3099,2018,30,Dylan,Castanheira,Senior,Goalkeeper,6'3,,Landing,NJ,Roxbury,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=10327,Y,
3100,2013,27,Dylan,Engel,Freshman,Forward,5'8,150,Laurys Station,PA,Parkland,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2252,,
3101,2014,27,Dylan,Engel,Sophomore,Forward,5'8,150,Laurys Station,PA,Parkland,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2226,N,
3102,2015,27,Dylan,Engel,Junior,Forward,5'8,150,Laurys Station,PA,Parkland,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2197,N,
3103,2012,1,Dylan,Faber,Freshman,Goalkeeper,6'0,175,Anchorage,AK,Darlington School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1997,N,
3104,2013,1,Dylan,Faber,Sophomore,Goalkeeper,6'0,175,Anchorage,AK,Darlington School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=2576,Y,
3105,2014,1,Dylan,Faber,Junior,Goalkeeper,6'0,177,Anchorage,AK,Darlington School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3048,N,
3106,2015,32,Dylan,Greenblatt,Freshman,Defender,6'0,180,Jackson,NJ,Jackson Memorial,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2015-16/bios/hobart_dylan,,
3107,2012,1,Dylan,Hobert,Freshman,Goalkeeper,6'3,190,Carrollton,GA,Carrollton High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,N,
3108,2013,1,Dylan,Hobert,Sophomore,Goalkeeper,6'3,190,Carrollton,GA,Carrollton High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2013-14/bios/agre_sam_jvzu,N,
3109,2014,1,Dylan,Hobert,Junior,Goalkeeper,6'3,190,Carrollton,GA,Carrollton High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2014-15/bios/kerman_matt,Y,
3110,2015,1,Dylan,Hobert,Senior,Goalkeeper,6'3,190,Carrollton,GA,Carrollton High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2015-16/bios/hobart_dylan,Y,Third Team
3111,2014,21,Dylan,Hurley,Freshman,Midfielder,5'9,160,Glenmoore,PA,Downingtown High School West,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2261,N,
3112,2017,22,Dylan,McDonald,Freshman,Defender,6'2,182,Langhorne,PA,Neshaminy,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=13871,N,
3113,2018,22,Dylan,McDonald,Sophomore,Defender,6'2,182,Langhorne,PA,Neshaminy,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=15566,N,
3114,2018,20,Dylan,Middlebrook,Freshman,Defender,5'10,165,Brooklyn,NY,Staples,Beachside SC Academy,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=7226,N,
3115,2015,15,Dylan,Mott,Freshman,Midfielder,5'10,167,Bohemia,NY,Phillips Academy (Mass.),,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7658,,
3116,2016,13,Dylan,Mott,Sophomore,Midfielder,5'10,167,Bohemia,NY,Phillips Academy (Mass.),,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7984,,
3117,2017,13,Dylan,Mott,Junior,Midfielder,5'10,,Bohemia,NY,Phillips Academy (Mass.),,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=8247,,
3118,2018,13,Dylan,Mott,Senior,Midfielder,5'10,,Bohemia,NY,Phillips Academy (Mass.),,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=10338,Y,
3119,2016,12,Dylan,Nealis,Freshman,Midfielder,5'11,160,Massapequa,NY,Massapequa,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4237,Y,
3120,2017,12,Dylan,Nealis,Sophomore,Midfielder,5'11,170,Massapequa,NY,Massapequa,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4209,Y,
3121,2018,12,Dylan,Nealis,Junior,Midfielder,5'11,175,Massapequa,NY,Massapequa,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=8687,Y,
3122,2015,11,Dylan,Onderdonk-Snow,Junior,Midfielder,6'2,170,Aiken,SC,Aiken High School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah,N,
3123,2016,10,Dylan,Onderdonk-Snow,Senior,Midfielder,6'2,170,Aiken,SC,Aiken High School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2016-17/bios/schipper_kees_gk12,N,
3124,2014,31,Dylan,Palacio,Sophomore,Forward,5'11,165,Long Beach,NY,Long Beach,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=39836&path=msoccer,,
3125,2015,31,Dylan,Palacio,Junior,Forward,5'11,165,Long Beach,NY,Long Beach,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=41377&path=msoccer,,
3126,2012,14,Dylan,Pritchard,Freshman,Defender,6'1,180,Los Angeles,CA,Notre Dame,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2856,,
3127,2013,14,Dylan,Pritchard,Sophomore,Defender,6'1,177,Los Angeles,CA,Notre Dame,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2830,N,
3128,2014,2,Dylan,Pritchard,Junior,Defender,6'1,177,Los Angeles,CA,Notre Dame,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2791,N,
