id,roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
7082,2009,33,Michael,Roberts,Sophomore,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,
7083,2010,33,Michael,Roberts,Junior,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
7084,2011,33,Michael,Roberts,Senior,Defender,5'7,135,Rowlett,TX,Rowlett,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,N,
7085,2008,27,Michael,Rose,Freshman,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5015,,
7086,2009,23,Michael,Rose,Sophomore,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4987,N,
7087,2010,23,Michael,Rose,Junior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4958,Y,
7088,2011,23,Michael,Rose,Senior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4930,N,
7089,2012,23,Michael,Rose,Senior,Midfielder,6'2,170,Severna Park,MD,Severna Park,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4899,,
7090,2018,,Michael,Scully,,,5'10,165,Ashburn,VA,Stone Bridge,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=7677,N,
7091,2010,28,Michael,Sheinfeld,Freshman,Goalkeeper,5'9,165,Dallas,TX,Greenhill School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,,
7092,2011,28,Michael,Sheinfeld,Sophomore,Goalkeeper,5'9,165,Dallas,TX,Greenhill School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,,
7093,2012,29,Michael,Shipp,Freshman,Midfielder,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4901,,
7094,2013,16,Michael,Shipp,Sophomore,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4872,N,
7095,2014,16,Michael,Shipp,Junior,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4843,N,
7096,2015,16,Michael,Shipp,Senior,Defender,5'11,150,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4805,Y,
7097,2016,16,Michael,Shipp,Senior,Defender,5'11,153,Lake Forest,IL,Lake Forest,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4777,Y,
7098,2018,25,Michael,Singgih,Sophomore,Forward,6'1,180,Jakarta,Indonesia,Trent College (U.K.),,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2018-19/bios/mino_john_j69w,,
7099,2014,19,Michael,Sorin,Freshman,Midfielder,5'10,160,Milburn,NJ,Milburn,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=6287,N,
7100,2015,19,Michael,Sorin,Sophomore,Midfielder,5'10,160,Milburn,NJ,Milburn,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7004,,
7101,2018,10,Michael,Tahiru,Freshman,Forward,5'8,,Accra,Ghana,,Hebron Academy (Maine),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13070,Y,
7102,2011,4,Michael,Teiman,Freshman,Back,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3926&path=msoc,Y,Rookie Team
7103,2012,4,Michael,Teiman,Sophomore,Back,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=2074&path=msoc,Y,
7104,2013,4,Michael,Teiman,Junior,Midfielder,6'1,160,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3272&path=msoc,Y,
7105,2014,4,Michael,Teiman,Senior,Back,6'1,170,Liverpool,England,Liverpool College,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=1205&path=msoc,Y,Second Team
7106,2007,8,Michael,Thomas,Sophomore,Midfielder,5'10,175,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5051,Y,
7107,2008,8,Michael,Thomas,Junior,Midfielder,5'10,175,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=5021,Y,
7108,2009,8,Michael,Thomas,Senior,Midfielder,5'10,190,Olathe,KS,St. Thomas Aquinas,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4992,Y,
7109,2011,25,Michael,Thompson,Freshman,Goalkeeper,6'0,185,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215619&DB_OEM_ID=33100&Q_SEASON=2011,Y,
7110,2012,25,Michael,Thompson,Sophomore,Goalkeeper,6'0,210,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215666&DB_OEM_ID=33100&Q_SEASON=2012,N,
7111,2013,1,Michael,Thompson,Junior,Goalkeeper,6'0,183,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215802&DB_OEM_ID=33100&Q_SEASON=2013,N,
7112,2014,1,Michael,Thompson,Senior,Goalkeeper,6'0,183,Cromwell,CT,Xavier,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215719&DB_OEM_ID=33100&Q_SEASON=2014,N,
7113,2012,2,Michael,Thrasher,Junior,Midfielder,5'11,170,Birmingham,AL,Oak Mountain High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3486,,
7114,2013,13,Michael,Thrasher,Senior,Midfielder,5'11,170,Birmingham,AL,Oak Mountain High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3471,,
7115,2009,16,Michael,Uyehara,Freshman,Forward,5'8,155,Agoura Hills,CA,Agoura High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5501,Y,
7116,2007,25,Michael,Vint,Freshman,Forward,6'2,190,Gig Harbor,WA,Gig Harbor,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3070&path=msoc,,
7117,2008,17,Michael,Vint,Sophomore,Forward,6'2,190,Gig Harbor,WA,Gig Harbor,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3041&path=msoc,Y,
7118,2009,22,Michael,Walbridge,Freshman,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2602&path=msoc,,
7119,2010,22,Michael,Walbridge,Freshman,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2576&path=msoc,N,
7120,2011,22,Michael,Walbridge,Sophomore,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2551&path=msoc,N,
7121,2012,22,Michael,Walbridge,Senior,Midfielder,6'0,175,Fort Wayne,IN,Canterbury High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2528&path=msoc,N,
7122,2009,0,Michal,Fiuk,Freshman,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2999&path=msoc,,
7123,2010,0,Michal,Fiuk,Sophomore,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2970&path=msoc,N,
7124,2011,0,Michal,Fiuk,Junior,Goalkeeper,6'4,203,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2937&path=msoc,,
7125,2012,0,Michal,Fiuk,Senior,Goalkeeper,6'4,210,Paramus,NJ,Paramus,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2910&path=msoc,,
7126,2012,14,Michel,Comitis,Freshman,Midfielder,5'9,150,Capetown,South Africa,Bishops Diocesan College,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3367,N,
7127,2013,10,Michel,Comitis,Sophomore,Midfielder,5'9,150,Capetown,South Africa,Bishops Diocesan College,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3392,N,
7128,2012,18,Mick,Maley,Freshman,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2524&path=msoc,,
7129,2013,18,Mick,Maley,Sophomore,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2499&path=msoc,N,
7130,2014,18,Mick,Maley,Junior,Defender,5'9,140,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2472&path=msoc,N,
7131,2015,18,Mick,Maley,Senior,Defender,5'9,155,South Elgin,IL,Marmion Academy,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4380&path=msoc,N,
7132,2007,14,Mick,Samaroo,Sophomore,Defender,5'8,158,Edison,NJ,John P. Stevens,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2385,,
7133,2015,9,Miguel,Polley,Sophomore,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2454,Y,
7134,2016,9,Miguel,Polley,Junior,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2432,Y,
7135,2017,9,Miguel,Polley,Senior,Midfielder,5'6,150,West Bloomfield,MI,Waterford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2406,,
7136,2016,9,Miguel,Yuste,Freshman,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2016-17/bios/schipper_kees_gk12,N,
7137,2017,9,Miguel,Yuste,Sophomore,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,N,
7138,2018,9,Miguel,Yuste,Junior,Midfielder,5'8,146,Valladolid,Spain,Northfield Mount Hermon,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,Y,
7139,2016,15,Miguel,Yzaga,Freshman,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2016,,
7140,2017,15,Miguel,Yzaga,Sophomore,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2017,,
7141,2018,15,Miguel,Yzaga,Junior,Midfielder,5'9,150,Lima,Peru,Santa Maria Marianistas,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211063739&DB_OEM_ID=4200&Q_SEASON=2018,N,
7142,2017,0,Miha,Miskovic,Freshman,Goalkeeper,6'3,200,Zemun,Serbia,Ridgewood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5575&path=msoc,N,
7143,2018,1,Miha,Miskovic,Sophomore,Goalkeeper,6'3,200,Zemun,Serbia,Ridgewood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=8105&path=msoc,Y,
7144,2011,2,Mike,Abraham,Freshman,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5633,N,
7145,2012,2,Mike,Abraham,Sophomore,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6247,,
7146,2013,2,Mike,Abraham,Junior,Midfielder,5'9,152,Scarsdale,NY,Scarsdale,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6772,,
7147,2013,0,Mike,Barr,Freshman,Goalkeeper,,164,Pennington,NJ,Hopewell Valley Central,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2488,,
7148,2009,16,Mike,Deasel,Junior,Midfielder,5'9,173,Kingsville,MD,Loyola Blakefield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2344,Y,
7149,2010,16,Mike,Deasel,Senior,Midfielder,5'9,173,Kingsville,MD,Loyola Blakefield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2325,Y,
7150,2011,24,Mike,DeSantis,Freshman,Goalkeeper,6'1,,Wilton,CT,Wilton,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2204,,
7151,2012,24,Mike,DeSantis,Sophomore,Goalkeeper,6'1,,Wilton,CT,Wilton,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2227,,
7152,2009,14,Mike,Garzi,Freshman,Midfielder,5'7,,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2436,Y,
7153,2010,14,Mike,Garzi,Sophomore,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3213,Y,
7154,2011,14,Mike,Garzi,Junior,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3798,Y,
7155,2012,14,Mike,Garzi,Senior,Midfielder,5'7,140,New Milford,CT,South Kent School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=4755,Y,Second Team
7156,2007,13,Mike,Gill,Sophomore,Defender,5'10,163,Baltimore,MD,Calvert Hall College High School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2374,N,
7157,2008,11,Mike,Kennedy,Freshman,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5473,Y,Third Team
7158,2008,11,Mike,Kennedy,Freshman,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5473,Y,Rookie Team
7159,2009,13,Mike,Kennedy,Sophomore,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=54,Y,Third Team
7160,2010,13,Mike,Kennedy,Junior,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=579,Y,Second Team
7161,2011,13,Mike,Kennedy,Senior,Forward,5'11,180,Lynnfield,MA,Lynnfield,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1555,Y,Third Team
7162,2013,21,Mike,Koegel,Freshman,Midfielder,5'10,175,Kirkville,NY,Chittenango High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=10287,N,
7163,2014,21,Mike,Koegel,Sophomore,Midfielder,5'10,175,Kirkville,NY,Chittenango High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=10907,,
7164,2013,1,Mike,Lansing,Sophomore,Goalkeeper,6'4,185,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1197,,Second Team
7165,2014,1,Mike,Lansing,Junior,Goalkeeper,6'4,181,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1663,,
7166,2015,1,Mike,Lansing,Senior,Goalkeeper,6'4,181,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1929,,
7167,2013,25,Mike,LaRose,Sophomore,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2250,N,
7168,2014,25,Mike,LaRose,Junior,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2224,Y,
7169,2015,25,Mike,LaRose,Senior,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2196,Y,
7170,2013,5,Mike,Leone,Freshman,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3399,Y,
7171,2014,5,Mike,Leone,Sophomore,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3424,N,
7172,2015,5,Mike,Leone,Junior,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3452,N,
7173,2011,22,Mike,Lobben,Freshman,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1603,,
7174,2012,22,Mike,Lobben,Freshman,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1987,N,
7175,2013,22,Mike,Lobben,Junior,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=2580,N,
7176,2014,26,Mike,Lobben,Junior,Defender,5'11,179,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3053,Y,
7177,2015,26,Mike,Lobben,Senior,Defender,6'0,185,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3666,Y,
7178,2009,24,Mike,Manella,Redshirt,Defender,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3295,,
7179,2010,24,Mike,Manella,Junior,Midfielder,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3322,,
7180,2011,24,Mike,Manella,Senior,Midfielder,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3350,Y,
7181,2008,17,Mike,Marino,Sophomore,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,N,
7182,2009,17,Mike,Marino,Sophomore,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,N,
7183,2010,17,Mike,Marino,Junior,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,N,
7184,2009,1,Mike,Mauro,Freshman,Goalkeeper,6'3,180,Bristol,CT,USAFA Prep School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3560,,
7185,2008,12,Mike,Mazzullo,Freshman,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=3280,,
7186,2009,12,Mike,Mazzullo,Sophomore,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=4177,,
7187,2010,12,Mike,Mazzullo,Junior,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5067,Y,Honorable Mention
7188,2011,12,Mike,Mazzullo,Senior,Midfielder,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5675,Y,Second Team
7189,2006,12,Mike,McTigue,Freshman,Defender,6'3,175,Tuckahoe,NY,Fordham Preparatory School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2408,,
7190,2014,21,Mike,Moshier,Freshman,Forward,5'5,138,Morristown,NJ,Delbarton School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1677,,
7191,2015,21,Mike,Moshier,Sophomore,Forward,5'5,138,Morristown,NJ,Delbarton School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1932,,
7192,2011,27,Mike,Nichols,Junior,Goalkeeper,6'0,175,Rockingham,NC,Richmond Senior,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2704,N,
7193,2012,30,Mike,Nichols,Senior,Goalkeeper,6'0,175,Rockingham,NC,Richmond Senior,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3126,N,
7194,2008,3,Mike,Porcelli,Sophomore,Forward,,191,West Islip,NY,West Islip,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5523,Y,
7195,2008,26,Mike,Reese,Freshman,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=1614,,
7196,2009,26,Mike,Reese,Sophomore,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2421,N,
7197,2010,26,Mike,Reese,Junior,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3225,Y,
7198,2011,26,Mike,Reese,Senior,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3812,Y,First Team
7199,2009,11,Mike,Reidy,Freshman,Midfielder,5'7,,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2435,Y,Second Team
7200,2010,11,Mike,Reidy,Sophomore,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3226,Y,
7201,2011,11,Mike,Reidy,Junior,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3813,Y,
7202,2012,11,Mike,Reidy,Senior,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=4766,Y,First Team
7203,2013,16,Mike,Roberge,Freshman,Forward,5'11,165,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2497&path=msoc,N,
7204,2014,16,Mike,Roberge,Sophomore,Forward,5'11,165,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2470&path=msoc,N,
7205,2015,16,Mike,Roberge,Junior,Forward,5'11,170,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4385&path=msoc,Y,
7206,2016,16,Mike,Roberge,Senior,Forward,5'11,170,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4764&path=msoc,Y,
7207,2006,9,Mike,Seamon,Freshman,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2685,Y,
7208,2007,9,Mike,Seamon,Sophomore,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2664,Y,
7209,2008,8,Mike,Seamon,Junior,Midfielder,6'1,165,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2638,Y,
7210,2009,8,Mike,Seamon,Senior,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2611,Y,
7211,2008,9,Mike,Worden,Junior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,Y,
7212,2009,9,Mike,Worden,Junior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,First Team
7213,2010,9,Mike,Worden,Senior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
7214,2018,15,Mikey,Stockley,Freshman,Midfielder,6'0,160,Alpharetta,GA,Alpharetta High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5537,,
7215,2009,21,Milan,Tica,Freshman,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2009-10/bios/armbrust_scott,Y,
7216,2010,21,Milan,Tica,Sophomore,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2010-11/bios/alers_nick_owd2,Y,
7217,2011,21,Milan,Tica,Junior,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2,Y,
7218,2012,21,Milan,Tica,Senior,Defender,6'4,200,Schererville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2012-13/bios/alers_nick_o7i0,Y,
7219,2008,25,Miles,Brewer,Freshman,Midfielder,6'0,175,Warwick,Bermuda,Tabor Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5487,N,
7220,2009,25,Miles,Brewer,Sophomore,Midfielder,6'0,175,Warwick,Bermuda,Tabor Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=104,N,
